id;jhi_date;amount;is_smoothed;is_recurrent;budget_item_id;month
241;NULL;-33.33333333;1;1;1;2032-10-01
242;NULL;-33.33333333;1;1;1;2032-11-01
243;NULL;-33.33333333;1;1;1;2032-12-01
244;NULL;-33.33333333;1;1;1;2033-01-01
245;NULL;-33.33333333;1;1;1;2033-02-01
246;NULL;-33.33333333;1;1;1;2033-03-01
247;NULL;-33.33333333;1;1;1;2033-04-01
248;NULL;-33.33333333;1;1;1;2033-05-01
249;NULL;-33.33333333;1;1;1;2033-06-01
250;NULL;-33.33333333;1;1;1;2033-07-01
251;NULL;-33.33333333;1;1;1;2033-08-01
252;NULL;-33.33333333;1;1;1;2033-09-01
253;NULL;-33.33333333;1;1;1;2033-10-01
254;NULL;-33.33333333;1;1;1;2033-11-01
255;NULL;-33.33333333;1;1;1;2033-12-01
256;NULL;-33.33333333;1;1;1;2034-01-01
257;NULL;-33.33333333;1;1;1;2034-02-01
258;NULL;-33.33333333;1;1;1;2034-03-01
259;NULL;-33.33333333;1;1;1;2034-04-01
260;NULL;-33.33333333;1;1;1;2034-05-01
261;NULL;-33.33333333;1;1;1;2034-06-01
262;NULL;-33.33333333;1;1;1;2034-07-01
263;NULL;-33.33333333;1;1;1;2034-08-01
264;NULL;-33.33333333;1;1;1;2034-09-01
265;NULL;-33.33333333;1;1;1;2034-10-01
266;NULL;-33.33333333;1;1;1;2034-11-01
267;NULL;-33.33333333;1;1;1;2034-12-01
268;NULL;-33.33333333;1;1;1;2035-01-01
269;NULL;-33.33333333;1;1;1;2035-02-01
270;NULL;-33.33333333;1;1;1;2035-03-01
271;NULL;-33.33333333;1;1;1;2035-04-01
272;NULL;-33.33333333;1;1;1;2035-05-01
273;NULL;-33.33333333;1;1;1;2035-06-01
274;NULL;-33.33333333;1;1;1;2035-07-01
275;NULL;-33.33333333;1;1;1;2035-08-01
276;NULL;-33.33333333;1;1;1;2035-09-01
277;NULL;-33.33333333;1;1;1;2035-10-01
278;NULL;-33.33333333;1;1;1;2035-11-01
279;NULL;-33.33333333;1;1;1;2035-12-01
280;NULL;-33.33333333;1;1;1;2036-01-01
281;NULL;-33.33333333;1;1;1;2036-02-01
282;NULL;-33.33333333;1;1;1;2036-03-01
283;NULL;-33.33333333;1;1;1;2036-04-01
284;NULL;-33.33333333;1;1;1;2036-05-01
285;NULL;-33.33333333;1;1;1;2036-06-01
286;NULL;-33.33333333;1;1;1;2036-07-01
287;NULL;-33.33333333;1;1;1;2036-08-01
288;NULL;-33.33333333;1;1;1;2036-09-01
289;NULL;-33.33333333;1;1;1;2036-10-01
290;NULL;-33.33333333;1;1;1;2036-11-01
291;NULL;-33.33333333;1;1;1;2036-12-01
292;NULL;-33.33333333;1;1;1;2037-01-01
293;NULL;-33.33333333;1;1;1;2037-02-01
294;NULL;-33.33333333;1;1;1;2037-03-01
295;NULL;-33.33333333;1;1;1;2037-04-01
296;NULL;-33.33333333;1;1;1;2037-05-01
297;NULL;-33.33333333;1;1;1;2037-06-01
298;NULL;-33.33333333;1;1;1;2037-07-01
299;NULL;-33.33333333;1;1;1;2037-08-01
300;NULL;-33.33333333;1;1;1;2037-09-01
301;NULL;-33.33333333;1;1;1;2037-10-01
302;NULL;-33.33333333;1;1;1;2037-11-01
303;NULL;-33.33333333;1;1;1;2037-12-01
304;NULL;-33.33333333;1;1;1;2038-01-01
305;NULL;-33.33333333;1;1;1;2038-02-01
306;NULL;-33.33333333;1;1;1;2038-03-01
307;NULL;-33.33333333;1;1;1;2038-04-01
308;NULL;-33.33333333;1;1;1;2038-05-01
309;NULL;-33.33333333;1;1;1;2038-06-01
310;NULL;-33.33333333;1;1;1;2038-07-01
311;NULL;-33.33333333;1;1;1;2038-08-01
312;NULL;-33.33333333;1;1;1;2038-09-01
313;NULL;-33.33333333;1;1;1;2038-10-01
314;NULL;-33.33333333;1;1;1;2038-11-01
315;NULL;-33.33333333;1;1;1;2038-12-01
316;NULL;-33.33333333;1;1;1;2039-01-01
317;NULL;-33.33333333;1;1;1;2039-02-01
318;NULL;-33.33333333;1;1;1;2039-03-01
319;NULL;-33.33333333;1;1;1;2039-04-01
320;NULL;-33.33333333;1;1;1;2039-05-01
321;NULL;-33.33333333;1;1;1;2039-06-01
322;NULL;-33.33333333;1;1;1;2039-07-01
323;NULL;-33.33333333;1;1;1;2039-08-01
324;NULL;-33.33333333;1;1;1;2039-09-01
325;NULL;-33.33333333;1;1;1;2039-10-01
326;NULL;-33.33333333;1;1;1;2039-11-01
327;NULL;-33.33333333;1;1;1;2039-12-01
328;2012-10-17;-166.6666667;0;1;2;2012-10-01
329;2012-11-17;-166.6666667;0;1;2;2012-11-01
330;2012-12-17;-166.6666667;0;1;2;2012-12-01
331;2013-01-17;-166.6666667;0;1;2;2013-01-01
332;2013-02-17;-166.6666667;0;1;2;2013-02-01
333;2013-03-17;-166.6666667;0;1;2;2013-03-01
334;2013-04-17;-166.6666667;0;1;2;2013-04-01
335;2013-05-17;-166.6666667;0;1;2;2013-05-01
336;2013-06-17;-166.6666667;0;1;2;2013-06-01
337;2013-07-17;-166.6666667;0;1;2;2013-07-01
338;2013-08-17;-166.6666667;0;1;2;2013-08-01
339;2013-09-17;-166.6666667;0;1;2;2013-09-01
340;2013-10-17;-166.6666667;0;1;2;2013-10-01
341;2013-11-17;-166.6666667;0;1;2;2013-11-01
342;2013-12-17;-166.6666667;0;1;2;2013-12-01
343;2014-01-17;-166.6666667;0;1;2;2014-01-01
344;2014-02-17;-166.6666667;0;1;2;2014-02-01
345;2014-03-17;-200;0;1;2;2014-03-01
346;2014-04-17;-200;0;1;2;2014-04-01
347;2014-05-17;-200;0;1;2;2014-05-01
348;2014-06-17;-200;0;1;2;2014-06-01
349;2014-07-17;-200;0;1;2;2014-07-01
350;2014-08-17;-200;0;1;2;2014-08-01
351;2014-09-17;-200;0;1;2;2014-09-01
352;2014-10-17;-146;0;1;2;2014-10-01
353;2014-11-17;0;0;1;2;2014-11-01
354;2014-12-17;0;0;1;2;2014-12-01
355;2015-01-17;-280;0;1;2;2015-01-01
356;2015-02-17;-280;0;1;2;2015-02-01
357;2015-03-17;-280;0;1;2;2015-03-01
358;2015-04-17;-280;0;1;2;2015-04-01
359;2015-05-17;-300;0;1;2;2015-05-01
360;2015-06-17;-300;0;1;2;2015-06-01
361;2015-07-17;-300;0;1;2;2015-07-01
362;2015-08-17;-300;0;1;2;2015-08-01
363;2015-09-17;-300;0;1;2;2015-09-01
364;2015-10-17;-300;0;1;2;2015-10-01
365;2015-11-17;-74;0;1;2;2015-11-01
366;2015-12-17;0;0;1;2;2015-12-01
367;2016-01-17;-290;0;1;2;2016-01-01
368;2016-02-17;-400;0;1;2;2016-02-01
369;2016-03-17;-400;0;1;2;2016-03-01
370;2016-04-17;-400;0;1;2;2016-04-01
371;2016-05-17;-400;0;1;2;2016-05-01
372;2016-06-17;-530;0;1;2;2016-06-01
373;2016-07-17;-530;0;1;2;2016-07-01
374;2016-08-17;-530;0;1;2;2016-08-01
375;2016-09-17;-530;0;1;2;2016-09-01
376;2016-10-17;-530;0;1;2;2016-10-01
377;2016-11-17;-2673;0;1;2;2016-11-01
378;2016-12-17;-238;0;1;2;2016-12-01
379;2017-01-17;-530;0;1;2;2017-01-01
380;2017-02-17;-670;0;1;2;2017-02-01
381;2017-03-17;-670;0;1;2;2017-03-01
382;2017-04-17;-670;0;1;2;2017-04-01
383;2017-05-17;-670;0;1;2;2017-05-01
384;2017-06-17;-670;0;1;2;2017-06-01
385;2017-07-17;-670;0;1;2;2017-07-01
386;2017-08-16;-670;0;1;2;2017-08-01
387;2017-09-15;-670;0;1;2;2017-09-01
388;2017-10-16;-250;0;1;2;2017-10-01
389;2017-11-16;0;0;1;2;2017-11-01
390;2017-12-16;0;0;1;2;2017-12-01
391;2018-01-15;-614;0;1;2;2018-01-01
392;2018-02-16;-614;0;1;2;2018-02-01
393;2018-03-16;-614;0;1;2;2018-03-01
394;2018-04-16;-760;0;1;2;2018-04-01
395;2018-05-15;-760;0;1;2;2018-05-01
396;2018-06-15;-760;0;1;2;2018-06-01
397;2018-07-15;-760;0;1;2;2018-07-01
398;2018-08-15;-760;0;1;2;2018-08-01
399;2018-09-15;-760;0;1;2;2018-09-01
400;2018-10-15;-760;0;1;2;2018-10-01
401;2018-11-15;-760;0;1;2;2018-11-01
402;2018-12-15;-760;0;1;2;2018-12-01
403;2019-01-15;-760;0;1;2;2019-01-01
404;2019-02-15;-760;0;1;2;2019-02-01
405;2019-03-15;-760;0;1;2;2019-03-01
406;2019-04-15;-760;0;1;2;2019-04-01
407;2019-05-15;-760;0;1;2;2019-05-01
408;2019-06-15;-760;0;1;2;2019-06-01
409;2019-07-15;-760;0;1;2;2019-07-01
410;2019-08-15;-760;0;1;2;2019-08-01
411;2019-09-15;-760;0;1;2;2019-09-01
412;2019-10-15;-760;0;1;2;2019-10-01
413;2019-11-15;-760;0;1;2;2019-11-01
414;2019-12-15;-760;0;1;2;2019-12-01
415;2020-01-15;-760;0;1;2;2020-01-01
416;2020-02-15;-760;0;1;2;2020-02-01
417;2020-03-15;-760;0;1;2;2020-03-01
418;2020-04-15;-760;0;1;2;2020-04-01
419;2020-05-15;-760;0;1;2;2020-05-01
420;2020-06-15;-760;0;1;2;2020-06-01
421;2020-07-15;-760;0;1;2;2020-07-01
422;2020-08-15;-760;0;1;2;2020-08-01
423;2020-09-15;-760;0;1;2;2020-09-01
424;2020-10-15;-760;0;1;2;2020-10-01
425;2020-11-15;-760;0;1;2;2020-11-01
426;2020-12-15;-760;0;1;2;2020-12-01
427;2021-01-15;-760;0;1;2;2021-01-01
428;2021-02-15;-760;0;1;2;2021-02-01
429;2021-03-15;-760;0;1;2;2021-03-01
430;2021-04-15;-760;0;1;2;2021-04-01
431;2021-05-15;-760;0;1;2;2021-05-01
432;2021-06-15;-760;0;1;2;2021-06-01
433;2021-07-15;-760;0;1;2;2021-07-01
434;2021-08-15;-760;0;1;2;2021-08-01
435;2021-09-15;-760;0;1;2;2021-09-01
436;2021-10-15;-760;0;1;2;2021-10-01
437;2021-11-15;-760;0;1;2;2021-11-01
438;2021-12-15;-760;0;1;2;2021-12-01
439;2022-01-15;-760;0;1;2;2022-01-01
440;2022-02-15;-760;0;1;2;2022-02-01
441;2022-03-15;-760;0;1;2;2022-03-01
442;2022-04-15;-760;0;1;2;2022-04-01
443;2022-05-15;-760;0;1;2;2022-05-01
444;2022-06-15;-760;0;1;2;2022-06-01
445;2022-07-15;-760;0;1;2;2022-07-01
446;2022-08-15;-760;0;1;2;2022-08-01
447;2022-09-15;-760;0;1;2;2022-09-01
448;2022-10-15;-760;0;1;2;2022-10-01
449;2022-11-15;-760;0;1;2;2022-11-01
450;2022-12-15;-760;0;1;2;2022-12-01
451;2023-01-15;-760;0;1;2;2023-01-01
452;2023-02-15;-760;0;1;2;2023-02-01
453;2023-03-15;-760;0;1;2;2023-03-01
454;2023-04-15;-760;0;1;2;2023-04-01
455;2023-05-15;-760;0;1;2;2023-05-01
456;2023-06-15;-760;0;1;2;2023-06-01
457;2023-07-15;-760;0;1;2;2023-07-01
458;2023-08-15;-760;0;1;2;2023-08-01
459;2023-09-15;-760;0;1;2;2023-09-01
460;2023-10-15;-760;0;1;2;2023-10-01
461;2023-11-15;-760;0;1;2;2023-11-01
462;2023-12-15;-760;0;1;2;2023-12-01
463;2024-01-15;-760;0;1;2;2024-01-01
464;2024-02-15;-760;0;1;2;2024-02-01
465;2024-03-15;-760;0;1;2;2024-03-01
466;2024-04-15;-760;0;1;2;2024-04-01
467;2024-05-15;-760;0;1;2;2024-05-01
468;2024-06-15;-760;0;1;2;2024-06-01
469;2024-07-15;-760;0;1;2;2024-07-01
470;2024-08-15;-760;0;1;2;2024-08-01
471;2024-09-15;-760;0;1;2;2024-09-01
472;2024-10-15;-760;0;1;2;2024-10-01
473;2024-11-15;-760;0;1;2;2024-11-01
474;2024-12-15;-760;0;1;2;2024-12-01
475;2025-01-15;-760;0;1;2;2025-01-01
476;2025-02-15;-760;0;1;2;2025-02-01
477;2025-03-15;-760;0;1;2;2025-03-01
478;2025-04-15;-760;0;1;2;2025-04-01
479;2025-05-15;-760;0;1;2;2025-05-01
480;2025-06-15;-760;0;1;2;2025-06-01
481;2025-07-15;-760;0;1;2;2025-07-01
482;2025-08-15;-760;0;1;2;2025-08-01
483;2025-09-15;-760;0;1;2;2025-09-01
484;2025-10-15;-760;0;1;2;2025-10-01
485;2025-11-15;-760;0;1;2;2025-11-01
486;2025-12-15;-760;0;1;2;2025-12-01
487;2026-01-15;-760;0;1;2;2026-01-01
488;2026-02-15;-760;0;1;2;2026-02-01
489;2026-03-15;-760;0;1;2;2026-03-01
490;2026-04-15;-760;0;1;2;2026-04-01
491;2026-05-15;-760;0;1;2;2026-05-01
492;2026-06-15;-760;0;1;2;2026-06-01
493;2026-07-15;-760;0;1;2;2026-07-01
494;2026-08-15;-760;0;1;2;2026-08-01
495;2026-09-15;-760;0;1;2;2026-09-01
496;2026-10-15;-760;0;1;2;2026-10-01
497;2026-11-15;-760;0;1;2;2026-11-01
498;2026-12-15;-760;0;1;2;2026-12-01
499;2027-01-15;-760;0;1;2;2027-01-01
500;2027-02-15;-760;0;1;2;2027-02-01
501;2027-03-15;-760;0;1;2;2027-03-01
502;2027-04-15;-760;0;1;2;2027-04-01
503;2027-05-15;-760;0;1;2;2027-05-01
504;2027-06-15;-760;0;1;2;2027-06-01
505;2027-07-15;-760;0;1;2;2027-07-01
506;2027-08-15;-760;0;1;2;2027-08-01
507;2027-09-15;-760;0;1;2;2027-09-01
508;2027-10-15;-760;0;1;2;2027-10-01
509;2027-11-15;-760;0;1;2;2027-11-01
510;2027-12-15;-760;0;1;2;2027-12-01
511;2028-01-15;-760;0;1;2;2028-01-01
512;2028-02-15;-760;0;1;2;2028-02-01
513;2028-03-15;-760;0;1;2;2028-03-01
514;2028-04-15;-760;0;1;2;2028-04-01
515;2028-05-15;-760;0;1;2;2028-05-01
516;2028-06-15;-760;0;1;2;2028-06-01
517;2028-07-15;-760;0;1;2;2028-07-01
518;2028-08-15;-760;0;1;2;2028-08-01
519;2028-09-15;-760;0;1;2;2028-09-01
520;2028-10-15;-760;0;1;2;2028-10-01
521;2028-11-15;-760;0;1;2;2028-11-01
522;2028-12-15;-760;0;1;2;2028-12-01
523;2029-01-15;-760;0;1;2;2029-01-01
524;2029-02-15;-760;0;1;2;2029-02-01
525;2029-03-15;-760;0;1;2;2029-03-01
526;2029-04-15;-760;0;1;2;2029-04-01
527;2029-05-15;-760;0;1;2;2029-05-01
528;2029-06-15;-760;0;1;2;2029-06-01
529;2029-07-15;-760;0;1;2;2029-07-01
530;2029-08-15;-760;0;1;2;2029-08-01
531;2029-09-15;-760;0;1;2;2029-09-01
532;2029-10-15;-760;0;1;2;2029-10-01
533;2029-11-15;-760;0;1;2;2029-11-01
534;2029-12-15;-760;0;1;2;2029-12-01
535;2030-01-15;-760;0;1;2;2030-01-01
536;2030-02-15;-760;0;1;2;2030-02-01
537;2030-03-15;-760;0;1;2;2030-03-01
538;2030-04-15;-760;0;1;2;2030-04-01
539;2030-05-15;-760;0;1;2;2030-05-01
540;2030-06-15;-760;0;1;2;2030-06-01
541;2030-07-15;-760;0;1;2;2030-07-01
